ID,report_date,computation_time_range_descr,computation_time_range_start,computation_time_range_end,,Rt,Rt_95_min,Rt_95_max,url
5361,3 marzo 2021,10 – 23 febbraio 2021,2021-02-10,2021-02-23,1.18 (CI: 1-1.42) ,1.18,1,1.42,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5361
5348,24 febbraio 2021,03 – 16 febbraio 2021,2021-02-03,2021-02-16,1.03 (CI: 0.92-1.18),1.03,0.92,1.18,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5348
5334,17 febbraio 2021,27 gennaio – 09 febbraio 2021,2021-01-27,2021-02-09,0.98 (CI: 0.89-1.12),0.98,0.89,1.12,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5334
5324,10 febbraio 2021,20 gennaio – 02 febbraio 2012,2021-01-20,2021-02-02,0.9 (CI: 0.77-1.02),0.9,0.77,1.02,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5324
5313,03 febbraio 2021,13 gennaio – 26 gennaio 2021,2021-01-13,2021-01-26,0.82 (CI: 0.72-0.99),0.82,0.72,0.99,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5313
5299,27 gennaio 2021,06 gennaio – 19 gennaio 2021,2021-01-06,2021-01-19,0.89 (CI: 0.76-1.09),0.89,0.76,1.09,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5299
5289,20 gennaio 2021,30 dicembre 2020 – 12 gennaio 2021,2020-12-30,2021-01-12,1.05 (CI: 0.85-1.2),1.05,0.85,1.2,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5289
5268,13 dcembre 2021,23 dicembre 2020 – 05 gennaio 2021,2020-12-23,2021-01-05,1.09 (CI: 0.96-1.18),1.09,0.96,1.18,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5268
5259,5 gennaio 2021,15 – 28 dicembre 2020,2020-12-15,2020-12-28,0.93 (CI: 0.7-1.12),0.93,0.7,1.12,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5259
5247,29 dicembre 2020,8– 21 dicembre 2020,2020-12-08,2020-12-21,0.76 (CI: 0.6-1.02),0.76,0.6,1.02,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5247
5241,22 dicembre 2020,1 - 14 dicembre,2020-12-01,2020-12-14,0.68 (CI: 0.62-0.74),0.68,0.62,0.74,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5241
5226,16 dicembre 2020,25 novembre – 8 dicembre 2020,2020-11-25,2020-12-08,0.68 (CI: 0.64-0.73),0.68,0.64,0.73,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5226
